"Domain","Function","Process_Id","Thread_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,222,10682777983972,10682777984032
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,223,10682777984362,10682778009702
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,224,10682778010292,10682778010342
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,225,10682778010732,10682778036032
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,226,10682778036982,10682778037042
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,227,10682778037402,10682778062533
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,228,10682778063093,10682778063153
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,229,10682778063523,10682778088323
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,230,10682778089213,10682778089263
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,231,10682778089653,10682778114693
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,232,10682778115243,10682778115303
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,233,10682778115673,10682778140514
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,234,10682778142664,10682778142724
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,235,10682778143144,10682778168174
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,236,10682778169424,10682778169484
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,237,10682778169844,10682778195004
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,238,10682778195544,10682778195604
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,239,10682778195985,10682778221005
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,240,10682778221735,10682778221785
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,241,10682778222135,10682778247055
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,242,10682778247585,10682778247645
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,243,10682778247985,10682778273136
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,244,10682778273816,10682778273876
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,245,10682778274256,10682778299106
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,246,10682778300246,10682778300306
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,247,10682778300706,10682778325616
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,248,10682778326166,10682778326226
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,249,10682778326576,10682778351387
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,250,10682778352207,10682778352267
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,251,10682778352607,10682778377767
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,252,10682778378297,10682778378347
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,253,10682778378747,10682778403567
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,254,10682778404187,10682778404247
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,255,10682778404647,10682778429628
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,256,10682778430958,10682778431018
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,257,10682778431438,10682778456248
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,258,10682778459768,10682778459898
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,259,10682778460538,10682778487378
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,260,10682778488939,10682778489099
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,261,10682778489929,10682778517119
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,262,10682778517669,10682778517729
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,263,10682778518139,10682778549559
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,264,10682778550499,10682778550549
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,265,10682778550879,10682778581370
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,266,10682778581940,10682778581990
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,267,10682778582360,10682778606940
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,268,10682778607790,10682778607850
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,269,10682778608230,10682778632660
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,270,10682778633211,10682778633271
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,271,10682778633641,10682778658571
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,272,10682778659121,10682778659181
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,273,10682778659541,10682778690221
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,274,10682778691191,10682778691251
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,275,10682778691621,10682778716682
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,276,10682778717232,10682778717292
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,277,10682778717642,10682778742702
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,278,10682778743522,10682778743582
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,279,10682778743922,10682778769292
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,280,10682778769852,10682778769912
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,281,10682778772272,10682778797323
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,282,10682778797913,10682778797973
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,283,10682778798363,10682778823393
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,284,10682778824513,10682778824563
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,285,10682778824933,10682778850063
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,286,10682778850623,10682778850673
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,287,10682778851023,10682778876544
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,288,10682778877294,10682778877354
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,289,10682778877684,10682778904414
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,290,10682778904954,10682778905014
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,291,10682778905364,10682778930535
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,292,10682778931125,10682778931185
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,293,10682778931575,10682778956495
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,294,10682778957465,10682778957545
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,295,10682778957945,10682778983505
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,296,10682778984025,10682778984085
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,297,10682778984475,10682779010206
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,298,10682779011036,10682779011086
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,299,10682779011576,10682779037406
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,300,10682779037976,10682779038036
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,301,10682779038516,10682779063516
"HIP_RUNTIME_API_EXT","hipGetDevice",90351,90351,302,10682779064066,10682779064126
"HIP_RUNTIME_API_EXT","hipMemset",90351,90351,303,10682779064526,10682779090417
